Left,Satisfaction Level,Work Accident,Average Monthly Hours,Last Evaluation,Years in the Company,salary,Department,Number of Projects,Promoted in the last 5 years?,Date Hired
Yes,0.09,No,294,0.8,4,low,hr,6,No,2016-07-28T00:00:00Z
Yes,0.78,No,296,0.71,3,low,hr,4,No,2017-12-17T00:00:00Z
Yes,0.82,No,249,0.82,5,low,hr,4,No,2015-04-18T00:00:00Z
Yes,0.85,No,221,0.89,5,low,technical,4,No,2015-05-10T00:00:00Z
Yes,0.45,No,146,0.46,3,low,technical,2,No,2017-09-13T00:00:00Z
Yes,0.77,No,243,0.89,5,low,technical,5,No,2015-07-14T00:00:00Z
Yes,0.39,No,127,0.5,3,low,technical,2,No,2017-06-23T00:00:00Z
Yes,0.91,No,245,0.9,5,low,technical,4,No,2015-08-15T00:00:00Z
Yes,0.11,No,264,0.77,4,low,technical,6,No,2016-10-26T00:00:00Z
Yes,0.46,No,143,0.45,3,low,technical,2,No,2017-09-02T00:00:00Z
Yes,0.43,No,135,0.49,3,low,technical,2,No,2017-06-26T00:00:00Z
Yes,0.1,No,299,0.93,4,low,technical,6,No,2016-08-15T00:00:00Z
Yes,0.09,No,279,0.8,4,low,technical,5,No,2016-02-17T00:00:00Z
Yes,0.36,No,155,0.51,3,low,support,2,No,2017-06-28T00:00:00Z
Yes,0.11,No,264,0.89,4,low,support,6,No,2016-05-31T00:00:00Z
Yes,0.09,No,256,0.77,5,medium,support,6,No,2015-07-30T00:00:00Z
Yes,0.44,No,129,0.51,3,medium,support,2,No,2017-01-14T00:00:00Z
Yes,0.73,No,217,0.97,6,medium,support,5,No,2014-05-28T00:00:00Z
Yes,0.21,No,203,0.58,5,medium,support,7,No,2015-09-11T00:00:00Z
Yes,0.8,No,264,0.85,5,medium,support,4,No,2015-03-31T00:00:00Z
Yes,0.37,No,159,0.55,3,medium,support,2,No,2017-09-20T00:00:00Z
Yes,0.79,No,218,0.96,5,medium,support,5,No,2015-08-20T00:00:00Z
Yes,0.09,No,298,0.8,4,medium,support,6,No,2016-11-21T00:00:00Z
Yes,0.75,No,134,0.74,3,medium,support,6,No,2017-07-23T00:00:00Z
Yes,0.83,No,263,1,5,medium,technical,5,No,2015-10-25T00:00:00Z
Yes,0.1,No,252,0.77,4,medium,technical,5,No,2016-10-24T00:00:00Z
Yes,0.44,No,136,0.55,3,medium,technical,2,No,2017-12-26T00:00:00Z
Yes,0.42,No,259,0.97,4,high,management,6,No,2016-07-04T00:00:00Z
Yes,0.43,No,158,0.56,3,low,IT,2,No,2017-06-22T00:00:00Z
Yes,0.09,No,307,0.84,4,medium,IT,7,No,2016-09-18T00:00:00Z
Yes,0.44,No,152,0.53,3,medium,IT,2,No,2017-02-09T00:00:00Z
Yes,0.81,No,237,0.98,5,medium,IT,5,No,2015-04-29T00:00:00Z
Yes,0.1,No,284,0.79,4,medium,IT,7,No,2016-10-07T00:00:00Z
Yes,0.1,No,243,0.93,4,low,product_mng,6,No,2016-06-29T00:00:00Z
Yes,0.11,No,268,0.83,4,low,product_mng,6,No,2016-12-17T00:00:00Z
Yes,0.09,No,244,0.77,4,low,product_mng,6,No,2016-06-07T00:00:00Z
Yes,0.75,No,262,0.83,5,low,product_mng,5,No,2015-06-20T00:00:00Z
Yes,0.38,No,134,0.55,3,low,IT,2,No,2017-12-22T00:00:00Z
Yes,0.09,No,278,0.87,4,low,IT,7,No,2016-10-13T00:00:00Z
Yes,0.74,No,238,0.97,5,low,IT,5,No,2015-11-17T00:00:00Z
Yes,0.44,No,127,0.56,3,low,IT,2,No,2017-07-15T00:00:00Z
Yes,0.76,No,259,0.95,5,low,RandD,4,No,2015-12-03T00:00:00Z
Yes,0.42,No,146,0.56,3,low,RandD,2,No,2017-12-20T00:00:00Z
Yes,0.75,No,243,1,5,low,RandD,4,No,2015-02-10T00:00:00Z
Yes,0.36,No,137,0.52,3,low,marketing,2,No,2017-06-27T00:00:00Z
Yes,0.75,No,229,0.93,5,low,sales,5,No,2015-08-27T00:00:00Z
Yes,0.4,No,134,0.46,3,low,accounting,2,No,2017-10-28T00:00:00Z
Yes,0.75,No,228,0.89,5,low,support,4,No,2015-12-22T00:00:00Z
Yes,0.09,No,301,0.84,4,low,technical,6,No,2016-11-11T00:00:00Z
Yes,0.39,No,127,0.46,3,low,management,2,No,2017-09-18T00:00:00Z
Yes,0.4,No,142,0.48,3,low,marketing,2,No,2017-04-29T00:00:00Z
Yes,0.39,No,131,0.54,3,low,marketing,2,No,2017-06-14T00:00:00Z
Yes,0.1,No,310,0.85,5,low,marketing,7,No,2015-11-29T00:00:00Z
Yes,0.42,No,148,0.55,3,low,sales,2,No,2017-10-05T00:00:00Z
Yes,0.37,No,143,0.52,3,medium,sales,2,No,2017-10-21T00:00:00Z
Yes,0.11,No,250,0.98,4,medium,sales,6,No,2016-10-18T00:00:00Z
Yes,0.09,No,265,0.88,4,medium,sales,7,No,2016-05-10T00:00:00Z
Yes,0.41,No,152,0.54,3,medium,sales,2,No,2017-03-21T00:00:00Z
Yes,0.42,No,145,0.49,3,medium,sales,2,No,2017-03-07T00:00:00Z
Yes,0.4,No,140,0.49,3,medium,sales,2,No,2017-06-13T00:00:00Z
Yes,0.36,No,129,0.47,3,medium,sales,2,No,2017-04-25T00:00:00Z
Yes,0.74,No,226,0.9,5,medium,sales,4,No,2015-06-06T00:00:00Z
Yes,0.66,No,269,1,5,medium,sales,5,No,2015-07-01T00:00:00Z
Yes,0.38,No,152,0.47,3,medium,sales,2,No,2017-09-05T00:00:00Z
Yes,0.43,No,132,0.51,3,medium,sales,2,No,2017-04-21T00:00:00Z
Yes,0.43,No,148,0.53,3,medium,sales,2,No,2017-02-19T00:00:00Z
Yes,0.1,No,297,0.85,5,high,sales,6,No,2015-09-09T00:00:00Z
Yes,0.82,No,274,0.85,5,low,sales,4,No,2015-11-05T00:00:00Z
Yes,0.1,No,280,0.77,4,medium,sales,6,No,2016-12-06T00:00:00Z
Yes,0.1,No,288,0.93,4,medium,sales,6,No,2016-05-12T00:00:00Z
Yes,0.43,No,155,0.49,3,medium,sales,2,No,2017-07-19T00:00:00Z
Yes,0.09,No,247,0.94,4,medium,sales,7,No,2016-11-14T00:00:00Z
Yes,0.41,No,138,0.54,3,low,accounting,2,No,2017-11-05T00:00:00Z
Yes,0.1,No,284,0.82,4,low,accounting,7,No,2016-11-06T00:00:00Z
Yes,0.88,No,225,0.92,5,low,accounting,4,No,2015-09-01T00:00:00Z
Yes,0.42,No,155,0.5,3,low,hr,2,No,2017-12-04T00:00:00Z
Yes,0.85,No,234,1,5,low,hr,4,No,2015-01-30T00:00:00Z
Yes,0.38,No,144,0.49,3,low,hr,2,No,2017-01-08T00:00:00Z
Yes,0.39,No,142,0.47,3,low,technical,2,No,2017-03-19T00:00:00Z
Yes,0.41,No,126,0.48,3,low,technical,2,No,2017-04-24T00:00:00Z
Yes,0.88,No,233,0.92,6,low,technical,4,No,2014-03-16T00:00:00Z
Yes,0.78,No,241,0.96,5,low,technical,4,No,2015-12-09T00:00:00Z
Yes,0.45,No,138,0.48,3,low,technical,2,No,2017-02-03T00:00:00Z
Yes,0.44,No,145,0.56,3,low,technical,2,No,2017-07-01T00:00:00Z
Yes,0.11,No,252,0.84,4,low,technical,6,No,2016-01-26T00:00:00Z
Yes,0.36,No,143,0.51,3,low,technical,2,No,2017-09-18T00:00:00Z
Yes,0.86,No,270,0.98,5,low,technical,4,No,2015-03-31T00:00:00Z
Yes,0.1,No,285,0.92,4,low,technical,6,No,2016-12-13T00:00:00Z
Yes,0.45,No,149,0.53,3,low,support,2,No,2017-11-13T00:00:00Z
Yes,0.42,No,158,0.53,3,low,support,2,No,2017-09-18T00:00:00Z
Yes,0.36,No,134,0.55,3,low,support,2,No,2017-12-13T00:00:00Z
Yes,0.45,No,129,0.55,3,medium,support,2,No,2017-02-02T00:00:00Z
Yes,0.38,No,131,0.57,3,medium,support,2,No,2017-03-22T00:00:00Z
Yes,0.11,No,288,0.97,4,medium,support,6,No,2016-11-12T00:00:00Z
Yes,0.45,No,142,0.46,3,medium,support,2,No,2017-07-14T00:00:00Z
Yes,0.87,No,227,0.95,5,medium,support,5,No,2015-04-03T00:00:00Z
Yes,0.45,No,131,0.53,3,medium,support,2,No,2017-03-21T00:00:00Z
Yes,0.1,No,283,0.83,5,medium,support,6,No,2015-11-21T00:00:00Z
Yes,0.44,No,139,0.54,3,medium,support,2,No,2017-09-26T00:00:00Z
Yes,0.78,No,267,1,5,medium,technical,4,No,2015-01-04T00:00:00Z
Yes,0.38,No,148,0.56,3,medium,technical,2,No,2017-03-28T00:00:00Z
Yes,0.85,No,272,0.84,6,medium,technical,5,No,2014-02-13T00:00:00Z
Yes,0.75,No,270,0.88,5,high,IT,5,No,2015-08-23T00:00:00Z
Yes,0.4,No,150,0.55,3,medium,IT,2,No,2017-10-27T00:00:00Z
Yes,0.83,No,260,0.83,5,medium,IT,5,No,2015-12-19T00:00:00Z
Yes,0.41,No,127,0.52,3,medium,IT,2,No,2017-07-14T00:00:00Z
Yes,0.42,No,134,0.57,3,medium,product_mng,2,No,2017-07-03T00:00:00Z
Yes,0.09,No,258,0.83,4,low,product_mng,7,No,2016-09-25T00:00:00Z
Yes,0.87,No,304,0.81,5,low,product_mng,5,No,2015-06-25T00:00:00Z
Yes,0.43,No,149,0.56,4,low,product_mng,6,No,2016-02-02T00:00:00Z
Yes,0.39,No,139,0.51,3,low,IT,2,No,2017-11-25T00:00:00Z
Yes,0.1,No,272,0.9,5,low,RandD,6,No,2015-07-22T00:00:00Z
Yes,0.41,No,132,0.52,3,low,RandD,2,No,2017-05-13T00:00:00Z
Yes,0.72,No,240,1,2,low,RandD,2,No,2018-05-18T00:00:00Z
Yes,0.44,No,137,0.55,3,low,RandD,2,No,2017-01-24T00:00:00Z
Yes,0.38,No,139,0.5,3,low,RandD,2,No,2017-08-11T00:00:00Z
Yes,0.46,No,148,0.52,3,low,RandD,2,No,2017-09-05T00:00:00Z
Yes,0.4,No,149,0.49,3,low,marketing,2,No,2017-10-25T00:00:00Z
Yes,0.45,No,131,0.45,3,low,sales,2,No,2017-03-23T00:00:00Z
Yes,0.89,No,262,0.89,5,low,accounting,5,No,2015-11-16T00:00:00Z
Yes,0.1,No,284,0.97,4,low,support,7,No,2016-03-25T00:00:00Z
Yes,0.46,No,161,0.48,3,low,technical,2,No,2017-08-13T00:00:00Z
Yes,0.09,No,290,0.78,4,low,management,7,No,2016-12-14T00:00:00Z
Yes,0.45,No,149,0.57,3,low,marketing,2,No,2017-06-25T00:00:00Z
Yes,0.89,No,242,0.98,6,low,marketing,4,No,2014-04-13T00:00:00Z
Yes,0.62,No,227,0.77,4,low,marketing,5,No,2016-04-09T00:00:00Z
Yes,0.11,No,276,0.93,4,low,sales,6,No,2016-05-24T00:00:00Z
Yes,0.44,No,135,0.5,3,low,sales,2,No,2017-11-21T00:00:00Z
Yes,0.09,No,266,0.94,4,medium,sales,6,No,2016-09-27T00:00:00Z
Yes,0.56,No,236,0.75,2,medium,sales,5,No,2018-10-05T00:00:00Z
Yes,0.77,No,270,0.89,5,medium,sales,4,No,2015-07-25T00:00:00Z
Yes,0.39,No,146,0.49,3,medium,sales,2,No,2017-05-22T00:00:00Z
Yes,0.1,No,272,0.92,4,medium,sales,5,No,2017-01-01T00:00:00Z
Yes,0.72,No,246,0.85,5,medium,sales,5,No,2015-07-31T00:00:00Z
Yes,0.4,No,136,0.52,3,medium,sales,2,No,2017-09-01T00:00:00Z
Yes,0.11,No,260,0.81,4,medium,sales,6,No,2016-03-05T00:00:00Z
Yes,0.88,No,247,1,5,medium,sales,5,No,2015-12-20T00:00:00Z
Yes,0.37,No,127,0.51,3,medium,sales,2,No,2017-12-22T00:00:00Z
Yes,0.11,No,267,0.96,4,medium,sales,6,No,2016-10-20T00:00:00Z
Yes,0.4,No,143,0.52,3,medium,sales,2,No,2017-06-11T00:00:00Z
Yes,0.1,No,306,0.86,4,high,sales,6,No,2016-12-18T00:00:00Z
Yes,0.62,No,131,0.89,4,low,sales,3,No,2016-08-21T00:00:00Z
Yes,0.78,No,249,0.86,5,medium,sales,4,No,2015-05-03T00:00:00Z
Yes,0.37,No,144,0.52,3,medium,sales,2,No,2017-04-23T00:00:00Z
Yes,0.42,No,131,0.53,3,medium,accounting,2,No,2017-01-25T00:00:00Z
Yes,0.1,No,272,0.77,4,low,accounting,6,No,2016-01-10T00:00:00Z
Yes,0.42,No,157,0.47,3,low,accounting,2,No,2017-04-29T00:00:00Z
Yes,0.1,No,301,0.96,4,low,hr,7,No,2016-02-17T00:00:00Z
Yes,0.1,No,252,0.81,4,low,hr,6,No,2016-06-30T00:00:00Z
Yes,0.42,No,130,0.47,3,low,hr,2,No,2017-01-29T00:00:00Z
Yes,0.09,No,297,0.86,4,low,hr,6,No,2016-05-26T00:00:00Z
Yes,0.1,No,248,0.8,4,low,technical,6,No,2016-11-09T00:00:00Z
Yes,0.11,No,257,0.89,4,low,technical,7,No,2016-10-18T00:00:00Z
Yes,0.44,No,147,0.53,3,low,technical,2,No,2017-11-10T00:00:00Z
Yes,0.87,No,307,0.9,5,low,technical,3,No,2015-05-01T00:00:00Z
Yes,0.44,No,154,0.46,3,low,technical,2,No,2017-02-16T00:00:00Z
Yes,0.41,No,143,0.56,3,low,technical,2,No,2017-08-13T00:00:00Z
Yes,0.51,No,134,0.79,3,low,technical,4,No,2017-09-10T00:00:00Z
Yes,0.89,No,221,0.96,5,low,technical,5,No,2015-04-05T00:00:00Z
Yes,0.1,No,275,0.96,4,low,technical,6,No,2016-02-10T00:00:00Z
Yes,0.9,No,247,0.94,5,low,technical,5,No,2015-06-23T00:00:00Z
Yes,0.36,No,131,0.55,3,low,technical,2,No,2017-10-29T00:00:00Z
Yes,0.44,No,150,0.54,3,low,support,2,No,2017-08-02T00:00:00Z
Yes,0.39,No,150,0.57,3,low,support,2,No,2017-01-30T00:00:00Z
Yes,0.38,No,137,1,4,low,support,5,No,2016-11-27T00:00:00Z
Yes,0.73,No,223,0.95,6,low,support,4,No,2014-04-17T00:00:00Z
Yes,0.1,No,292,0.96,4,medium,support,6,No,2016-09-23T00:00:00Z
Yes,0.87,No,221,0.85,6,medium,support,5,No,2014-11-12T00:00:00Z
Yes,0.11,No,274,0.77,4,medium,support,6,No,2016-09-17T00:00:00Z
Yes,0.74,No,248,1,5,medium,support,5,No,2015-11-06T00:00:00Z
Yes,0.79,No,243,0.97,5,medium,support,4,No,2015-01-21T00:00:00Z
Yes,0.1,No,273,0.92,4,medium,technical,7,No,2016-04-18T00:00:00Z
Yes,0.83,No,221,0.95,5,medium,technical,5,No,2015-06-20T00:00:00Z
Yes,0.1,No,271,0.79,4,medium,technical,6,No,2016-12-14T00:00:00Z
Yes,0.45,No,157,0.5,3,medium,management,2,No,2017-05-23T00:00:00Z
Yes,0.29,No,249,0.48,4,medium,IT,2,No,2016-07-05T00:00:00Z
Yes,0.46,No,145,0.46,3,high,IT,2,No,2017-07-02T00:00:00Z
Yes,0.11,No,262,0.83,5,low,IT,6,No,2015-05-24T00:00:00Z
Yes,0.75,No,272,0.89,5,medium,IT,5,No,2015-08-14T00:00:00Z
Yes,0.4,No,129,0.5,3,medium,IT,2,No,2017-06-27T00:00:00Z
Yes,0.37,No,134,0.46,3,medium,product_mng,2,No,2017-09-17T00:00:00Z
Yes,0.41,No,147,0.52,3,medium,product_mng,2,No,2017-01-28T00:00:00Z
Yes,0.1,No,293,0.83,4,low,product_mng,6,No,2016-01-23T00:00:00Z
Yes,0.39,No,129,0.52,3,low,product_mng,2,No,2017-10-20T00:00:00Z
Yes,0.4,No,140,0.45,3,low,IT,2,No,2017-12-13T00:00:00Z
Yes,0.41,No,132,0.52,3,low,RandD,2,No,2017-11-30T00:00:00Z
Yes,0.11,No,284,0.89,4,low,RandD,6,No,2016-09-17T00:00:00Z
Yes,0.74,No,263,0.99,5,low,RandD,5,No,2015-09-03T00:00:00Z
Yes,0.42,No,143,0.46,3,low,RandD,2,No,2017-04-25T00:00:00Z
Yes,0.88,No,265,0.88,5,low,RandD,4,No,2015-03-04T00:00:00Z
Yes,0.37,No,147,0.53,3,low,RandD,2,No,2017-04-07T00:00:00Z
Yes,0.78,No,253,0.81,5,low,marketing,4,No,2015-08-11T00:00:00Z
Yes,0.46,No,141,0.5,3,low,sales,2,No,2017-04-07T00:00:00Z
Yes,0.74,No,222,1,6,low,accounting,5,No,2014-11-03T00:00:00Z
Yes,0.8,No,240,0.87,6,low,technical,5,No,2014-08-24T00:00:00Z
Yes,0.37,No,154,0.48,3,low,management,2,No,2017-10-01T00:00:00Z
Yes,0.87,No,253,0.92,6,low,marketing,4,No,2014-09-13T00:00:00Z
Yes,0.9,No,221,0.84,5,low,marketing,5,No,2015-06-19T00:00:00Z
Yes,0.1,No,263,0.88,4,low,marketing,6,No,2016-01-12T00:00:00Z
Yes,0.43,No,145,0.46,3,low,sales,2,No,2017-07-05T00:00:00Z
Yes,0.11,No,279,0.91,4,low,sales,6,No,2016-06-12T00:00:00Z
Yes,0.4,No,146,0.46,3,low,sales,2,No,2017-03-26T00:00:00Z
Yes,0.09,No,270,0.93,4,medium,sales,7,No,2016-03-07T00:00:00Z
Yes,0.4,No,135,0.5,3,medium,sales,2,No,2017-06-05T00:00:00Z
Yes,0.14,No,236,0.7,3,medium,sales,5,No,2017-02-12T00:00:00Z
Yes,0.4,No,151,0.49,3,medium,sales,2,No,2017-01-17T00:00:00Z
Yes,0.72,No,169,1,3,medium,sales,4,No,2017-04-16T00:00:00Z
Yes,0.39,No,157,0.57,3,medium,sales,2,No,2017-04-06T00:00:00Z
Yes,0.82,No,246,0.93,5,medium,sales,4,No,2015-11-28T00:00:00Z
Yes,0.41,No,142,0.52,3,medium,sales,2,No,2017-04-25T00:00:00Z
Yes,0.45,No,156,0.51,3,medium,sales,2,No,2017-09-07T00:00:00Z
Yes,0.2,No,281,0.7,5,medium,sales,6,No,2015-01-17T00:00:00Z
Yes,0.43,No,146,0.53,3,medium,sales,2,No,2017-03-26T00:00:00Z
Yes,0.39,No,156,0.55,3,high,sales,2,No,2017-06-27T00:00:00Z
Yes,0.45,No,136,0.47,3,medium,sales,2,No,2017-06-08T00:00:00Z
Yes,0.11,No,272,0.87,4,medium,sales,6,No,2016-03-01T00:00:00Z
Yes,0.84,No,240,0.86,5,medium,accounting,5,No,2015-02-09T00:00:00Z
Yes,0.86,No,245,0.96,6,medium,accounting,5,No,2014-08-23T00:00:00Z
Yes,0.79,No,269,0.93,5,low,accounting,5,No,2015-06-06T00:00:00Z
Yes,0.39,No,130,0.57,3,low,hr,2,No,2017-10-01T00:00:00Z
Yes,0.15,No,257,0.62,3,low,hr,4,No,2017-08-01T00:00:00Z
Yes,0.81,No,241,1,5,low,hr,4,No,2015-11-09T00:00:00Z
Yes,0.39,No,136,0.53,3,low,hr,2,No,2017-08-16T00:00:00Z
Yes,0.92,No,219,0.94,5,low,technical,4,No,2015-02-18T00:00:00Z
Yes,0.9,No,271,0.98,5,low,technical,5,No,2015-10-14T00:00:00Z
Yes,0.32,No,280,0.6,4,low,technical,2,No,2016-08-18T00:00:00Z
Yes,0.46,No,140,0.46,3,low,technical,2,No,2017-09-27T00:00:00Z
Yes,0.83,No,254,0.98,5,low,technical,4,No,2015-03-11T00:00:00Z
Yes,0.39,No,131,0.47,3,low,technical,2,No,2017-02-11T00:00:00Z
Yes,0.2,No,138,0.9,3,low,technical,6,No,2017-12-30T00:00:00Z
Yes,0.11,No,295,0.85,4,low,technical,6,No,2016-07-13T00:00:00Z
Yes,0.11,No,301,0.96,5,low,technical,6,No,2015-10-26T00:00:00Z
Yes,0.1,No,296,0.95,4,low,technical,7,No,2016-06-30T00:00:00Z
Yes,0.75,No,246,0.87,5,low,technical,5,No,2015-02-11T00:00:00Z
Yes,0.44,No,145,0.57,3,low,support,2,No,2017-05-28T00:00:00Z
Yes,0.1,No,269,0.82,4,low,support,6,No,2016-03-26T00:00:00Z
Yes,0.39,No,146,0.49,3,low,support,2,No,2017-09-21T00:00:00Z
Yes,0.45,No,149,0.48,3,low,support,2,No,2017-10-03T00:00:00Z
Yes,0.1,No,287,0.94,4,medium,support,7,No,2016-12-04T00:00:00Z
Yes,0.36,No,138,0.55,3,medium,support,2,No,2017-09-16T00:00:00Z
Yes,0.57,No,158,0.61,5,medium,support,4,No,2015-07-01T00:00:00Z
Yes,0.09,No,266,0.87,4,medium,support,6,No,2016-04-09T00:00:00Z
Yes,0.87,No,255,0.91,5,medium,support,4,No,2015-04-18T00:00:00Z
Yes,0.43,No,156,0.52,3,medium,support,2,No,2017-08-26T00:00:00Z
Yes,0.36,No,147,0.5,3,medium,technical,2,No,2017-11-20T00:00:00Z
Yes,0.41,No,136,0.48,3,medium,technical,2,No,2017-12-23T00:00:00Z
Yes,0.37,No,140,0.52,3,medium,management,2,No,2017-10-02T00:00:00Z
Yes,0.43,No,146,0.45,3,medium,IT,2,No,2017-05-22T00:00:00Z
Yes,0.43,No,142,0.57,3,medium,IT,2,No,2017-06-30T00:00:00Z
Yes,0.4,No,155,0.53,3,high,IT,2,No,2017-05-19T00:00:00Z
Yes,0.1,No,285,0.89,4,low,IT,7,No,2016-08-24T00:00:00Z
Yes,0.82,No,248,0.93,5,medium,product_mng,4,No,2015-12-31T00:00:00Z
Yes,0.11,No,255,0.83,5,medium,product_mng,7,No,2015-09-14T00:00:00Z
Yes,0.11,No,305,0.88,4,low,product_mng,7,No,2016-06-23T00:00:00Z
Yes,0.41,No,141,0.48,3,low,IT,2,No,2017-09-10T00:00:00Z
Yes,0.73,No,252,0.87,5,low,RandD,5,No,2015-02-08T00:00:00Z
Yes,0.37,No,157,0.57,3,low,RandD,2,No,2017-08-02T00:00:00Z
Yes,0.11,No,250,0.89,4,low,RandD,6,No,2016-05-13T00:00:00Z
Yes,0.46,No,131,0.52,3,low,RandD,2,No,2017-11-15T00:00:00Z
Yes,0.41,No,149,0.5,3,low,RandD,2,No,2017-07-13T00:00:00Z
Yes,0.78,No,260,0.78,5,low,RandD,4,No,2015-08-25T00:00:00Z
Yes,0.78,No,260,0.86,6,low,marketing,5,No,2014-01-13T00:00:00Z
Yes,0.72,No,251,0.86,5,low,sales,5,No,2015-03-22T00:00:00Z
Yes,0.63,No,242,0.83,5,low,accounting,6,No,2015-12-13T00:00:00Z
Yes,0.55,No,136,1,3,low,support,6,No,2017-08-20T00:00:00Z
Yes,0.45,No,155,0.55,3,low,technical,2,No,2017-02-23T00:00:00Z
Yes,0.39,No,155,0.51,3,low,management,2,No,2017-11-16T00:00:00Z
Yes,0.1,No,248,0.81,4,low,marketing,6,No,2016-01-30T00:00:00Z
Yes,0.4,No,136,0.5,3,low,marketing,2,No,2017-11-20T00:00:00Z
Yes,0.39,No,133,0.54,3,low,marketing,2,No,2017-09-03T00:00:00Z
Yes,0.78,No,128,0.45,2,low,sales,4,No,2018-05-19T00:00:00Z
Yes,0.42,No,142,0.53,3,low,sales,2,No,2017-07-07T00:00:00Z
Yes,0.39,No,149,0.54,3,low,sales,2,No,2017-07-19T00:00:00Z
Yes,0.46,No,145,0.57,3,low,sales,2,No,2017-02-04T00:00:00Z
Yes,0.1,No,279,0.92,4,medium,sales,6,No,2016-04-21T00:00:00Z
Yes,0.45,No,146,0.47,3,medium,sales,2,No,2017-01-28T00:00:00Z
Yes,0.1,No,272,0.89,4,medium,sales,7,No,2016-11-02T00:00:00Z
Yes,0.78,No,256,0.86,5,medium,sales,5,No,2015-01-16T00:00:00Z
Yes,0.4,No,296,0.65,5,medium,sales,2,No,2015-07-21T00:00:00Z
Yes,0.39,No,130,0.56,3,medium,sales,2,No,2017-06-12T00:00:00Z
Yes,0.43,No,157,0.48,3,medium,sales,2,No,2017-05-13T00:00:00Z
Yes,0.09,No,245,0.96,4,medium,sales,6,No,2016-04-23T00:00:00Z
Yes,0.79,No,226,0.86,5,medium,sales,5,No,2015-03-29T00:00:00Z
Yes,0.79,No,228,0.95,5,high,sales,5,No,2015-03-03T00:00:00Z
Yes,0.38,No,155,0.46,3,low,sales,2,No,2017-07-10T00:00:00Z
Yes,0.36,No,159,0.56,3,medium,sales,2,No,2017-04-08T00:00:00Z
Yes,0.39,No,142,0.57,3,medium,accounting,2,No,2017-12-28T00:00:00Z
Yes,0.09,No,271,0.93,4,medium,accounting,6,No,2016-08-10T00:00:00Z
Yes,0.16,No,277,0.65,5,medium,accounting,4,No,2015-11-08T00:00:00Z
Yes,0.09,No,310,0.77,4,low,hr,6,No,2016-03-11T00:00:00Z
Yes,0.11,No,254,0.87,4,low,hr,6,No,2016-06-23T00:00:00Z
Yes,0.44,No,142,0.56,3,low,hr,2,No,2017-06-23T00:00:00Z
Yes,0.11,No,253,0.88,4,low,hr,7,No,2016-05-22T00:00:00Z
Yes,0.11,No,260,0.97,4,low,technical,6,No,2016-06-13T00:00:00Z
Yes,0.45,No,147,0.52,3,low,technical,2,No,2017-07-08T00:00:00Z
Yes,0.1,No,288,0.96,4,low,technical,7,No,2016-09-10T00:00:00Z
Yes,0.4,No,160,0.46,3,low,technical,2,No,2017-09-18T00:00:00Z
Yes,0.38,No,130,0.55,3,low,technical,2,No,2017-04-09T00:00:00Z
Yes,0.39,No,133,0.56,3,low,technical,2,No,2017-07-14T00:00:00Z
Yes,0.38,No,160,0.55,3,low,technical,2,No,2017-12-25T00:00:00Z
Yes,0.38,No,151,0.45,3,low,technical,2,No,2017-01-27T00:00:00Z
Yes,0.17,No,188,0.75,4,low,technical,3,No,2016-04-30T00:00:00Z
Yes,0.79,No,247,0.84,5,low,technical,5,No,2015-10-07T00:00:00Z
Yes,0.1,No,259,0.85,4,low,technical,7,No,2016-05-10T00:00:00Z
Yes,0.37,No,129,0.48,3,low,support,2,No,2017-12-23T00:00:00Z
Yes,0.42,No,152,0.49,3,low,support,2,No,2017-07-26T00:00:00Z
Yes,0.44,No,128,0.48,3,low,support,2,No,2017-01-16T00:00:00Z
Yes,0.11,No,253,0.83,4,low,support,6,No,2016-03-30T00:00:00Z
Yes,0.39,No,151,0.48,3,low,support,2,No,2017-04-13T00:00:00Z
Yes,0.1,No,271,0.83,5,low,support,5,No,2015-12-04T00:00:00Z
Yes,0.4,No,155,0.46,3,medium,support,2,No,2017-03-10T00:00:00Z
Yes,0.86,No,245,0.91,5,medium,support,5,No,2015-09-06T00:00:00Z
Yes,0.37,No,157,0.46,3,medium,support,2,No,2017-11-28T00:00:00Z
Yes,0.4,No,160,0.51,3,medium,support,2,No,2017-08-30T00:00:00Z
Yes,0.43,No,149,0.48,3,medium,support,2,No,2017-05-13T00:00:00Z
Yes,0.88,No,248,0.88,5,medium,technical,5,No,2015-12-19T00:00:00Z
Yes,0.44,No,128,0.52,3,medium,technical,2,No,2017-03-22T00:00:00Z
Yes,0.87,No,224,1,5,medium,technical,4,No,2015-10-29T00:00:00Z
Yes,0.4,No,156,0.46,3,medium,management,2,No,2017-06-03T00:00:00Z
Yes,0.45,No,143,0.52,3,medium,IT,2,No,2017-05-01T00:00:00Z
Yes,0.84,No,250,0.93,5,medium,IT,4,No,2015-07-25T00:00:00Z
Yes,0.1,No,179,0.68,3,medium,IT,3,No,2017-05-16T00:00:00Z
Yes,0.72,No,257,0.99,5,high,IT,5,No,2015-02-10T00:00:00Z
Yes,0.4,No,127,0.5,3,low,IT,2,No,2017-01-26T00:00:00Z
Yes,0.45,No,145,0.5,3,medium,product_mng,2,No,2017-09-08T00:00:00Z
Yes,0.89,No,274,0.98,5,medium,product_mng,5,No,2015-08-20T00:00:00Z
Yes,0.4,No,131,0.55,3,medium,product_mng,2,No,2017-02-05T00:00:00Z
Yes,0.38,No,136,0.53,3,medium,product_mng,2,No,2017-05-07T00:00:00Z
